,Code_Postal,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,Ville
216,13870,,,,,,3.0,,,,,,,ROGNONAS
217,13920,,,,,,,,,,1.0,,,SAINT-MITRE-LES-REMPARTS
218,13960,,,,,,,,1.0,,,,,SAUSSET-LES-PINS
219,14000,,19.0,10.0,38.0,67.0,16.0,19.0,12.0,22.0,25.0,41.0,,CAEN
220,14027,,5.0,,,,,,,,,1.0,,
221,14100,,,1.0,,,,,,,,,,L'HOTELLERIE
222,14120,,,,,,,,,1.0,,,,MONDEVILLE
223,14130,,,,,,2.0,,,,,,,LE MESNIL-SUR-BLANGY
224,14200,,,,,,,,,3.0,,,,HEROUVILLE-SAINT-CLAIR
225,14400,,,,,,,,,,,2.0,,COTTUN
226,14500,,,,2.0,4.0,,,,,,1.0,,VAUDRY
227,14670,,,,5.0,,,,,,,,,JANVILLE
228,14710,,,,,,,25.0,,,,,,COLLEVILLE-SUR-MER
229,14780,,,,,,,6.0,,,,,,LION-SUR-MER
230,14800,,2.0,,2.0,,,,,,,,,BONNEVILLE-SUR-TOUQUES
231,15000,,,2.0,1.0,8.0,2.0,3.0,20.0,38.0,40.0,60.0,2.0,AURILLAC
232,15100,,,,,,1.0,,,13.0,3.0,,,SOULAGES
233,15120,,,,2.0,,9.0,1.0,9.0,89.0,128.0,202.0,5.0,JUNHAC
234,15200,,,,,,,,1.0,6.0,,,,MEALLET
235,15500,,,,,,,,,,,1.0,,CHAZELLES
236,16000,,,,,,9.0,8.0,6.0,,1.0,1.0,,ANGOULEME
237,16006,,,,,,,,2.0,,,1.0,,
238,16100,,,,3.0,,10.0,24.0,3.0,43.0,5.0,24.0,,CHATEAUBERNARD
239,16110,,,,,,,,8.0,,,,,LA ROCHETTE
240,16130,,,,,,,1.0,,,,,,SAINT-PREUIL
241,16160,,,,,,,,,1.0,,,,GOND-PONTOUVRE
242,16170,,,,,,,,,7.0,,,,VAUX-ROUILLAC
243,16190,,1.0,,,,,,,,,,10.0,SALLES-LAVALETTE
244,16200,,,4.0,,,,,,,,5.0,,MAINXE
245,16210,,,,,,,1.0,8.0,,,1.0,,ORIVAL
246,16260,,,,,,,,,2.0,,,,LES PINS
247,16270,,,,,,,4.0,,,,,,SURIS
248,16300,,1.0,,,,,1.0,,1.0,,4.0,,MONTCHAUDE
249,16360,,,1.0,,,,,,,8.0,4.0,,BORS (CANTON DE BAIGNES-SAINTE-RADEGONDE)
250,16370,,,,,,2.0,,,,,,,CHERVES-RICHEMONT
251,16380,,,,,,,,1.0,,,,,FEUILLADE
252,16400,,,,4.0,,,,,,,,,VOEUIL-ET-GIGET
253,16500,,,1.0,,,,,,4.0,2.0,,,ABZAC
254,16710,,,,1.0,,,,,,,,,SAINT-YRIEIX-SUR-CHARENTE
255,16730,,,,5.0,,,,,,,,,TROIS-PALIS
256,16800,,17.0,5.0,,,,,,1.0,,,,SOYAUX
257,17000,,24.0,22.0,35.0,2.0,6.0,12.0,74.0,8.0,8.0,35.0,,LA ROCHELLE
258,17100,,,,7.0,,,7.0,1.0,,,3.0,,FONTCOUVERTE
259,17139,,,,,,,,1.0,,,,,DOMPIERRE-SUR-MER
260,17160,,,,,,1.0,,,,,,,HAIMPS
261,17170,,,,,,,5.0,,,,,,LA RONDE
262,17180,,,,,,1.0,,,,,,,PERIGNY
263,17200,,,2.0,,,,1.0,,,,9.0,,SAINT-SULPICE-DE-ROYAN
264,17230,,,,,2.0,,,,,,,,LONGEVES
265,17260,,,,,,,1.0,,,,,,SAINT-ANDRE-DE-LIDON
266,17300,,,,2.0,,,4.0,18.0,7.0,1.0,,,ROCHEFORT
267,17400,,,1.0,9.0,5.0,1.0,4.0,4.0,3.0,,1.0,,FONTENET
268,17420,,,,,3.0,,,,,,,,SAINT-PALAIS-SUR-MER
269,17470,,,,2.0,4.0,1.0,,,,,,,VILLEMORIN
270,17500,,,,,3.0,,,,,,,,LUSSAC
271,17550,,,,,12.0,1.0,10.0,,,,,,DOLUS-D'OLERON
272,17570,,,,,,,,,,,2.0,,SAINT-AUGUSTIN
273,17580,,,,,,1.0,,,,,,,LE BOIS-PLAGE-EN-RE
274,17620,,,,,1.0,,,,,,,,CHAMPAGNE
275,17650,,,,1.0,,,,,,,,,SAINT-DENIS-D'OLERON
276,17700,,,,,,,,9.0,,,,,BREUIL-LA-REORTE
277,17770,,,,,,2.0,1.0,,,,,,LE SEURE
278,18000,,2.0,1.0,10.0,14.0,1.0,1.0,,10.0,4.0,14.0,,BOURGES
279,18100,,,,,1.0,,,,,,,,SAINT-HILAIRE-DE-COURT
280,18120,,,,,,1.0,,,,,,,PREUILLY
281,18200,,,,1.0,,,,,,,,,BRUERE-ALLICHAMPS
282,18370,,,,,,8.0,,,,,,,CHATEAUMEILLANT
283,18700,,,,,1.0,,,,,,,,MENETREOL-SUR-SAULDRE
284,19000,,,6.0,,4.0,,1.0,,4.0,,,,LES ANGLES-SUR-CORREZE
285,19100,,,6.0,4.0,2.0,1.0,10.0,,8.0,,,,BRIVE-LA-GAILLARDE
286,19200,,,,,,,8.0,,1.0,,,,SAINT-PARDOUX-LE-VIEUX
287,19240,,,,,,,1.0,,,,,,SAINT-VIANCE
288,19600,,,,,2.0,,,,,,,,NESPOULS
289,20000,,1.0,,1.0,4.0,1.0,,17.0,,9.0,,1.0,AJACCIO
290,20090,,,,,,,,2.0,,,,,
291,20137,,,1.0,,,,,,,,1.0,,PORTO-VECCHIO
292,20200,,,1.0,1.0,2.0,,1.0,4.0,,,1.0,1.0,SANTA-MARIA-DI-LOTA
293,20240,,,,1.0,,,,,,,,,POGGIO-DI-NAZZA
294,20270,1.0,,,,,,,,,,,,TOX
295,21000,,48.0,25.0,25.0,48.0,6.0,37.0,38.0,19.0,20.0,57.0,5.0,DIJON
296,21110,,1.0,,,,,,,,,,,PREMIERES
297,21130,,3.0,,,,,,,,,,,TILLENAY
298,21160,,,,,,,6.0,,,,,,PERRIGNY-LES-DIJON
299,21170,,3.0,,,,,,,,,,,FRANXAULT
300,21200,,1.0,,,,,,2.0,,,,,CHOREY-LES-BEAUNE
301,21270,,3.0,,,,,,,,,,,PERRIGNY-SUR-L'OGNON
302,21370,,3.0,,,,,,,,,,,PRENOIS
303,21400,,13.0,,,,,,,,,,,PRUSLY-SUR-OURCE
304,21500,,,,,,,,1.0,,,,,COURCELLES-LES-MONTBARD
305,21590,,,,4.0,,,,,,,,,SANTENAY
306,21850,,,,,1.0,,,,,,,,SAINT-APOLLINAIRE
307,22000,,2.0,6.0,2.0,,,,18.0,1.0,10.0,2.0,12.0,SAINT-BRIEUC
308,22100,,,,,5.0,,1.0,,,3.0,,,TADEN
309,22130,,1.0,,,,,,,,,,,CORSEUL
310,22200,,,3.0,,,1.0,,,6.0,,,,SAINT-AGATHON
311,22300,,2.0,2.0,1.0,18.0,3.0,1.0,,2.0,1.0,1.0,,LANMERIN
312,22380,,,,,10.0,,,,,,,,SAINT-CAST-LE-GUILDO
313,22400,,,,,,,1.0,,,,,,LAMBALLE
314,22540,,1.0,,,,,,,,,,,TREGLAMUS
315,22570,,,,,,,,,,,1.0,,LANISCAT
316,22600,,2.0,,,,,,,,,,,LOUDEAC
317,22700,,,,,6.0,,,,,,,,LOUANNEC
318,23000,,5.0,,4.0,,3.0,3.0,,1.0,1.0,13.0,,LA SAUNIERE
319,23220,,2.0,,,,,,,,,,,MORTROUX
320,23800,,,,,,1.0,,,,,,,MAISON-FEYNE
321,24000,2.0,1.0,3.0,9.0,3.0,,,4.0,2.0,,15.0,,PERIGUEUX
322,24100,,4.0,6.0,7.0,1.0,,1.0,,24.0,9.0,,,LEMBRAS
323,24122,,,,,,,,2.0,,,,,
324,24140,,,2.0,,,,,,,,,,VILLAMBLARD
325,24200,,1.0,,,,,,,,,,,PROISSANS
326,24230,,1.0,,,,,,,,,,,SAINT-ANTOINE-DE-BREUILH
327,24400,,,,,,,,,,7.0,1.0,,BOURGNAC
328,24410,,,,,,,,1.0,,,,,LA JEMAYE
329,24470,,,,,,5.0,,,,,,,MILHAC-DE-NONTRON
330,24490,,,,,4.0,,,,,,,,LA ROCHE-CHALAIS
331,24510,,,,,,,1.0,,,,,,SAINT-MARCEL-DU-PERIGORD
332,24600,,6.0,,,3.0,,,,,,3.0,,SAINT-MARTIN-DE-RIBERAC
333,24700,,,,,4.0,,,7.0,,,,,SAINT-GERAUD-DE-CORPS
334,24750,,,8.0,,,,,,,,,,TRELISSAC
335,25000,9.0,,11.0,7.0,7.0,22.0,18.0,8.0,28.0,7.0,27.0,,BESANCON
336,25130,,,,,,,,,,3.0,,,VILLERS-LE-LAC
337,25170,,,,4.0,,1.0,,,5.0,,,,COURCHAPON
338,25200,,,,,,,16.0,14.0,,,,,BETHONCOURT
339,25220,,,1.0,,,,,,,,,,VAIRE-ARCIER
340,25300,,,2.0,,,4.0,,,4.0,,,,DOMMARTIN
341,25520,,,,,,,1.0,,,,,,BIANS-LES-USIERS
342,25870,,,,,,,,1.0,,,,,CUSSEY-SUR-L'OGNON
343,26000,,7.0,4.0,1.0,17.0,14.0,7.0,36.0,26.0,25.0,33.0,14.0,VALENCE
344,26100,,,,,,3.0,8.0,,,2.0,,,ROMANS-SUR-ISERE
345,26110,,,,,,,,,,,2.0,,BELLECOMBE-TARENDOL
346,26140,,,,,,18.0,,,,,,,ALBON
347,26150,,,,,,,,,,,3.0,,LAVAL-D'AIX
348,26200,,4.0,,7.0,,2.0,1.0,10.0,,1.0,4.0,,MONTELIMAR
349,26230,,,,,,1.0,,,,,,,CHANTEMERLE-LES-GRIGNAN
350,26240,,,,1.0,,3.0,,,,2.0,,,CLAVEYSON
351,26300,,,,1.0,,,,,,,,5.0,CHARPEY
352,26400,,,,,,,5.0,,,,1.0,,SOYANS
353,26460,,,,,,,,,13.0,,,,BEZAUDUN-SUR-BINE
354,26500,,,,,,,,,,,8.0,,BOURG-LES-VALENCE
355,26560,,,,1.0,,,,,,,,,EYGALAYES
356,26600,,,,,1.0,,,,,,,,EROME
357,26700,,,,,,,1.0,,5.0,,28.0,,PIERRELATTE
358,27000,,,,,8.0,,,4.0,,,,,EVREUX
359,27100,,,,,,,,,,,6.0,,TOURNEDOS-SUR-SEINE
360,27130,,,1.0,,,,,,,,2.0,,COURTEILLES
361,27140,,,1.0,,,,,,,2.0,7.0,,BAZINCOURT-SUR-EPTE
362,27150,,,,1.0,,,,,,,,,LE THIL
363,27200,,,9.0,3.0,15.0,7.0,9.0,8.0,3.0,1.0,36.0,,VERNON
364,27250,,,1.0,,,,,,,,,,BOIS-ARNAULT
365,27270,,,,,,,,1.0,,,,,LA TRINITE-DE-REVILLE
366,27300,,,,10.0,,,,,,,,,PLAINVILLE
367,27380,,,,,,,,11.0,,,,,FLEURY-SUR-ANDELLE
368,27480,,,12.0,2.0,,,,,,,,,BOSQUENTIN
369,27500,,,5.0,,,,,,,,,,TOURVILLE-SUR-PONT-AUDEMER
370,27540,,,,,,,1.0,,,,,,IVRY-LA-BATAILLE
371,27620,,,,6.0,,,,,,,,,SAINTE-GENEVIEVE-LES-GASNY
372,27800,,,,,,,,,,5.0,,,NOTRE-DAME-D'EPINE
373,27910,,,,,,,,5.0,,,,,LES HOGUES
374,27950,,,,,,1.0,,,,,,,SAINT-VINCENT-DES-BOIS
375,28000,,3.0,4.0,14.0,10.0,1.0,,15.0,5.0,20.0,4.0,11.0,CHARTRES
376,28100,,,,1.0,,1.0,6.0,18.0,1.0,14.0,,,DREUX
377,28130,,,,,4.0,,,,,,,,SAINT-MARTIN-DE-NIGELLES
378,28150,,,,,,,,2.0,,,,,MONTAINVILLE
379,28200,,2.0,,,,,,,,,,,LANNERAY
380,28230,,,,13.0,8.0,1.0,,18.0,1.0,,,,DROUE-SUR-DROUETTE
381,28300,,,1.0,1.0,,,,,,,,,CHAMPHOL
382,28330,,,,,,1.0,,,,,,,AUTHON-DU-PERCHE
383,28400,,8.0,,,,,,,,,,,BRUNELLES
384,28500,,,,,4.0,,,,,,,,SAULNIERES
385,28630,,,,,,,,,,,,8.0,MORANCEZ
386,28700,,3.0,,,,,,,,,,,ARDELU
387,29000,,,1.0,,,10.0,,2.0,15.0,1.0,1.0,,QUIMPER
388,29100,,,,,1.0,,,,,,,,KERLAZ
389,29150,,,,,,,,,9.0,,3.0,,CHATEAULIN
390,29200,,14.0,11.0,34.0,9.0,6.0,,32.0,24.0,30.0,13.0,1.0,BREST
391,29270,,,,,,,,,,2.0,,,KERGLOFF
392,29280,,,,,,,,,2.0,,,,LOCMARIA-PLOUZANE
393,29300,,,,,,,3.0,1.0,2.0,,,,MELLAC
394,29400,,,,,,,1.0,,,,,,SAINT-SERVAIS
395,29460,,,,,4.0,,,,,,,,DAOULAS
396,29470,,,,,,,,,,,16.0,,LOPERHET
397,29590,,,,,,,,7.0,,,,,LOPEREC
398,29600,,1.0,,,,1.0,,2.0,,,1.0,2.0,SAINT-MARTIN-DES-CHAMPS
399,29630,,,,,3.0,,,,,,,,PLOUGASNOU
400,29800,,,,1.0,,,,,,,,,LA FOREST-LANDERNEAU
401,29900,,,,,,,,,,,7.0,,CONCARNEAU
402,30000,,1.0,,,13.0,,,,,,,,
403,30100,,1.0,1.0,,,10.0,,49.0,1.0,,23.0,,ALES
404,30120,,,,,,,,2.0,,,,,ROGUES
405,30140,,,,,3.0,,,,,,,,SAINT-JEAN-DU-PIN
406,30190,,,,,,,,,,,2.0,,SAINT-GENIES-DE-MALGOIRES
407,30200,,,,1.0,,,,,,,,,SAINT-ETIENNE-DES-SORTS
408,30240,,1.0,,,,,,,,,,,LE GRAU-DU-ROI
409,30270,,,,,1.0,,,,,,,,SAINT-JEAN-DU-GARD
410,30360,,,,,,,,3.0,,,,,MARTIGNARGUES
411,30700,1.0,,1.0,,,,,,,,,,MONTAREN-ET-SAINT-MEDIERS
412,30900,,3.0,,2.0,,4.0,3.0,8.0,2.0,,3.0,1.0,
413,31000,1.0,25.0,7.0,18.0,5.0,,76.0,12.0,5.0,1.0,5.0,,
414,31058,,,1.0,,,,,,,,,,
415,31100,,1.0,1.0,,3.0,,,,,,,,
416,31120,,,,,,,3.0,2.0,,,,,PINSAGUEL
417,31200,,,,7.0,2.0,2.0,,3.0,,2.0,,,
418,31270,,,1.0,,,,,,,,,,FROUZINS
419,31290,,,,,4.0,,,,,,,,BEAUTEVILLE
420,31300,2.0,99.0,59.0,115.0,92.0,88.0,99.0,92.0,86.0,95.0,110.0,25.0,
421,31320,,,,5.0,,,,,,,,,PECHBUSQUE
422,31390,,,,,,,,2.0,,,,,CARBONNE
423,31400,,,1.0,2.0,,,6.0,6.0,5.0,,,,
424,31440,,,,,,10.0,,,,,,,LEZ
425,31450,,,,,,,,,5.0,,,,LABASTIDE-BEAUVOIR
426,31470,,,,,,,1.0,,,,,,BONREPOS-SUR-AUSSONNELLE
427,31480,,,,,,,,1.0,,,,,CAUBIAC
428,31490,,,,,,1.0,,,,,,,LEGUEVIN
429,31500,,7.0,11.0,4.0,,4.0,5.0,6.0,7.0,,16.0,,
430,31530,,,,,2.0,,,,,,,,MONTAIGUT-SUR-SAVE
431,31560,,,,,1.0,,,,,,,,SAINT-LEON
432,31600,,,,,,23.0,,6.0,,,,,SEYSSES
433,31700,,1.0,,6.0,,14.0,16.0,,,,1.0,,CORNEBARRIEU
434,31703,,,,7.0,,,,1.0,,,,,
435,31770,,,,,,,,,4.0,,,,COLOMIERS
436,31780,,,,,,,1.0,,,,,,CASTELGINEST
437,31800,,,2.0,18.0,,,,3.0,,5.0,,,MIRAMONT-DE-COMMINGES
438,31820,,,,,,,,,,,9.0,,PIBRAC
439,31860,,,,,,,5.0,,,,,,VILLATE
440,32000,,,2.0,7.0,3.0,,2.0,,,1.0,,,AUCH
441,33000,286.0,2327.0,2617.0,2815.0,2079.0,1998.0,2280.0,2621.0,2636.0,2394.0,3125.0,153.0,BORDEAUX
442,33045,,2.0,,,,,,,,,,,
443,33100,,2.0,4.0,2.0,2.0,13.0,2.0,5.0,10.0,10.0,12.0,,
444,33110,,,,,,,1.0,,12.0,,,,LE BOUSCAT
445,33113,,,,,,,,,,,1.0,,SAINT-LEGER-DE-BALSON
446,33120,1.0,13.0,3.0,23.0,8.0,8.0,10.0,,47.0,38.0,11.0,,ARCACHON
447,33121,,,1.0,,,,,,,,,,CARCANS
448,33124,,,,,,,,3.0,,,,,BERTHEZ
449,33127,,3.0,,,,,,,,,,,MARTIGNAS-SUR-JALLE
450,33130,11.0,30.0,,,1.0,,3.0,,30.0,5.0,,,BEGLES
451,33138,,5.0,,3.0,,,,,,,1.0,,LANTON
452,33140,,4.0,1.0,1.0,4.0,,,2.0,1.0,7.0,19.0,,VILLENAVE-D'ORNON
453,33150,,64.0,19.0,68.0,57.0,28.0,37.0,11.0,30.0,37.0,31.0,,CENON
454,33160,,24.0,1.0,5.0,2.0,5.0,,3.0,,1.0,5.0,,SAINT-AUBIN-DE-MEDOC
455,33170,,9.0,,11.0,2.0,8.0,1.0,,4.0,7.0,1.0,,GRADIGNAN
456,33185,,8.0,,1.0,,5.0,,,17.0,,16.0,,LE HAILLAN
457,33190,2.0,,,,4.0,7.0,11.0,13.0,,,6.0,,BAGAS
458,33200,,9.0,,,2.0,,1.0,58.0,,6.0,23.0,1.0,
459,33210,,,8.0,,2.0,2.0,2.0,,41.0,2.0,19.0,,CASTETS-EN-DORTHE
460,33220,,18.0,,,,,,,,3.0,2.0,,PORT-SAINTE-FOY-ET-PONCHAPT
461,33230,,,,12.0,,,,,2.0,2.0,12.0,,MARANSIN
462,33240,,,,,3.0,21.0,5.0,,13.0,,3.0,,TARNES
463,33250,,,,2.0,,5.0,,,5.0,,1.0,,SAINT-SAUVEUR
464,33260,,,,,,,,,,6.0,,,LA TESTE-DE-BUCH
465,33270,,21.0,1.0,3.0,4.0,1.0,1.0,7.0,10.0,5.0,6.0,6.0,FLOIRAC
466,33290,,12.0,6.0,1.0,,32.0,30.0,3.0,5.0,,,,PAREMPUYRE
467,33300,3.0,49.0,111.0,40.0,44.0,53.0,43.0,31.0,43.0,30.0,9.0,2.0,
468,33310,,10.0,8.0,35.0,3.0,39.0,45.0,13.0,20.0,20.0,21.0,2.0,LORMONT
469,33320,,17.0,17.0,2.0,12.0,22.0,1.0,5.0,5.0,,2.0,,LE TAILLAN-MEDOC
470,33340,,,,2.0,4.0,29.0,,47.0,36.0,,,,PRIGNAC-EN-MEDOC
471,33350,,,,2.0,,,,,,4.0,,,BELVES-DE-CASTILLON
472,33360,,,,4.0,,,,,,,,,CAMBLANES-ET-MEYNAC
473,33370,,,,,,,1.0,3.0,54.0,2.0,3.0,,BONNETAN
474,33380,,,1.0,,,,,,,1.0,6.0,,MARCHEPRIME
475,33390,1.0,,,,,10.0,2.0,8.0,,,9.0,,SAINT-GENES-DE-BLAYE
476,33400,3.0,19.0,53.0,23.0,28.0,34.0,25.0,41.0,36.0,34.0,45.0,7.0,TALENCE
477,33410,,,1.0,,,,,,,,1.0,,LOUPIAC
478,33430,,,4.0,2.0,,,10.0,,,,,,GANS
479,33440,,6.0,,,6.0,,,6.0,,2.0,,,AMBARES-ET-LAGRAVE
480,33450,,,,,,,,7.0,3.0,,,,MONTUSSAN
481,33470,,1.0,,8.0,,,2.0,,,2.0,1.0,,LE TEICH
482,33480,,,,4.0,,,,,,,,,CASTELNAU-DE-MEDOC
483,33490,,,,,1.0,,,,,,,,SAINT-PIERRE-D'AURILLAC
484,33500,4.0,18.0,65.0,33.0,8.0,28.0,25.0,45.0,117.0,51.0,62.0,23.0,NEAC
485,33510,,5.0,,,,12.0,,,,9.0,,,ANDERNOS-LES-BAINS
486,33520,,2.0,2.0,7.0,3.0,2.0,12.0,2.0,15.0,1.0,2.0,,BRUGES
487,33530,2.0,,,2.0,2.0,,,2.0,,15.0,,,BASSENS
488,33540,,,,,,,,,1.0,,,,SAINT-MARTIN-DE-LERM
489,33550,,,4.0,,,,,,,,,,VILLENAVE-DE-RIONS
490,33560,,3.0,,,,,,3.0,1.0,,9.0,,SAINTE-EULALIE
491,33580,,,,,,,9.0,4.0,,,,,COURS-DE-MONSEGUR
492,33590,,,,,,1.0,,,,,4.0,,SAINT-VIVIEN-DE-MEDOC
493,33600,,18.0,12.0,11.0,14.0,5.0,11.0,23.0,55.0,102.0,33.0,,PESSAC
494,33607,,,,,,,,,3.0,,,,
495,33610,,,,,,,,3.0,1.0,2.0,,,CESTAS
496,33620,,,,,,,,,1.0,,,,MARSAS
497,33640,,,,,,,2.0,1.0,,,,,CASTRES-GIRONDE
498,33650,,,,3.0,,,2.0,,1.0,,,,LA BREDE
499,33660,,,,,,,,,1.0,,,,CAMPS-SUR-L'ISLE
500,33670,,10.0,6.0,,,,2.0,,2.0,,,,MADIRAC
501,33680,,16.0,2.0,,,,2.0,,,,,,LE TEMPLE
502,33700,,19.0,93.0,26.0,53.0,47.0,46.0,35.0,96.0,44.0,47.0,2.0,MERIGNAC
503,33710,,,,,,,,,2.0,4.0,3.0,,PUGNAC
504,33720,,4.0,,,,,,,2.0,,,,GUILLOS
505,33740,,,,,,1.0,,,,,,,ARES
506,33750,,,,,,3.0,,,,,,,BEYCHAC-ET-CAILLAU
507,33760,,,,,,,,3.0,3.0,,,,BELLEBAT
508,33770,,,,5.0,,,,,,,,,SALLES
509,33780,,,,,,1.0,,,,,,,SOULAC-SUR-MER
510,33800,5.0,26.0,36.0,65.0,35.0,44.0,88.0,53.0,119.0,46.0,98.0,14.0,
511,33810,,,,,,,2.0,12.0,,,,,AMBES
512,33830,,,,3.0,,,,,,,,,BELIN-BELIET
513,33840,,,,,,,,,,,1.0,,ESCAUDES
514,33850,,,4.0,4.0,,,,,2.0,,5.0,,LEOGNAN
515,33880,,,,,,,1.0,,,,,,SAINT-CAPRAIS-DE-BORDEAUX
516,33910,,,,,,,,,3.0,,,,SAINT-MARTIN-DU-BOIS
517,33920,,,,,,,,,3.0,1.0,,3.0,SAINT-SAVIN
518,33950,,,,1.0,,,,,,,,,LEGE-CAP-FERRET
519,33980,,,,,,,,,,,1.0,,AUDENGE
520,34000,,7.0,11.0,15.0,3.0,19.0,16.0,16.0,34.0,32.0,102.0,8.0,MONTPELLIER
521,34070,,,,,,,,,,2.0,5.0,,
522,34080,,52.0,29.0,31.0,59.0,41.0,91.0,126.0,270.0,520.0,1125.0,105.0,
523,34090,,,,,,,3.0,8.0,2.0,1.0,2.0,,
524,34110,,,,,,,,1.0,,,3.0,13.0,VIC-LA-GARDIOLE
525,34120,,,1.0,,,,2.0,,,2.0,,,TOURBES
526,34130,,,1.0,,,,,,,1.0,,,LANSARGUES
527,34150,,,,,,,,,6.0,12.0,3.0,,LAGAMAS
528,34160,,,,,,,,,,,7.0,2.0,SAINT-HILAIRE-DE-BEAUVOIR
529,34170,,,,,,,4.0,3.0,,8.0,23.0,6.0,CASTELNAU-LE-LEZ
530,34190,,,,,,,,1.0,,9.0,37.0,1.0,MOULES-ET-BAUCELS
531,34200,,,,,,,2.0,,7.0,10.0,43.0,,SETE
532,34230,,,,14.0,,,,,,,,,POUZOLS
533,34250,,,,,,,,24.0,,,7.0,,PALAVAS-LES-FLOTS
534,34270,,,,,,,,4.0,2.0,1.0,1.0,,LAURET
535,34290,,,,,,,,,1.0,,2.0,,MONTBLANC
536,34300,13.0,1.0,,,1.0,10.0,,,,,14.0,,AGDE
537,34350,,,,,,,,,,,1.0,,VALRAS-PLAGE
538,34380,,,,7.0,,,,,,,,2.0,ARGELLIERS
539,34400,,,,,,,,2.0,1.0,14.0,19.0,,SAINT-NAZAIRE-DE-PEZAN
540,34410,,,,,,,,,,,,2.0,SAUVIAN
541,34420,,,,,,,,,,,1.0,,VILLENEUVE-LES-BEZIERS
542,34450,,,,,,,,,,,4.0,,VIAS
543,34470,,,,,,,,,,2.0,,,PEROLS
544,34490,,,,,,,,,,,9.0,,PAILHES
545,34500,,7.0,5.0,,,4.0,11.0,16.0,5.0,7.0,121.0,3.0,BEZIERS
546,34550,,,,,,,,,,,,2.0,BESSAN
547,34570,,,,,,,,,,14.0,25.0,,VAILHAUQUES
548,34660,,,,,,,,,,,6.0,,COURNONTERRAL
549,34690,,,,,,,,,,13.0,,,FABREGUES
550,34710,,,,,,,,,,,4.0,,LESPIGNAN
551,34725,,,,,,,,,,1.0,1.0,,JONQUIERES
552,34730,,,,,,,,,,,4.0,,PRADES-LE-LEZ
553,34770,,,,,,,,,,,1.0,,GIGEAN
554,34830,,,,,,,1.0,,,1.0,1.0,,CLAPIERS
555,34920,,,,,,,,,,7.0,,,LE CRES
556,34970,,1.0,,,,,8.0,,,,41.0,4.0,LATTES
557,34980,,,,,,,,,,,15.0,,SAINT-GELY-DU-FESC
558,34990,,,,,,,,,,1.0,,,JUVIGNAC
559,35000,3.0,65.0,63.0,65.0,20.0,42.0,65.0,195.0,104.0,22.0,118.0,17.0,RENNES
560,35005,,,,,,2.0,,,2.0,,,,
561,35130,,,,,,,,1.0,,,,,ARBRISSEL
562,35131,,,,,,1.0,,,,,,,CHARTRES-DE-BRETAGNE
563,35133,,1.0,,,,,,3.0,,5.0,,,LANDEAN
564,35140,,,,,,,,,,1.0,,,SAINT-HILAIRE-DES-LANDES
565,35150,,,1.0,,,,1.0,1.0,,,,,ESSE
566,35160,,1.0,,,,,,,,,,,BRETEIL
567,35170,,,,,,,,,,,,4.0,BRUZ
568,35200,,,,,,2.0,,5.0,2.0,,,,
569,35220,,6.0,,,,,,,,,,,CHATEAUBOURG
570,35270,,,,,,,,2.0,,,,,SAINT-LEGER-DES-PRES
571,35300,,,,,,,,1.0,,,,,FOUGERES
572,35330,,,,1.0,,,,,,,,,BOVEL
573,35340,,,,1.0,,,,,,,,,ERCE-PRES-LIFFRE
574,35370,,,,,,,,2.0,,,,,GENNES-SUR-SEICHE
575,35400,,15.0,5.0,,12.0,12.0,,8.0,6.0,,2.0,,SAINT-MALO
576,35410,,,,,,,,2.0,,,,,DOMLOUP
577,35440,,,,2.0,3.0,,,,,,,,MONTREUIL-SUR-ILLE
578,35470,,,,,,,,1.0,,,,,PLECHATEL
579,35500,,,1.0,,,,3.0,,,,,,TAILLIS
580,35510,,,,,,,,2.0,,,,,CESSON-SEVIGNE
581,35520,,4.0,,3.0,,,,,,,,,LA MEZIERE
582,35600,6.0,2.0,,,,,,10.0,19.0,,,,SAINTE-MARIE
583,35680,,,,,,,,,,,11.0,,VERGEAL
584,35700,,,9.0,,16.0,4.0,,9.0,,,,,
585,35720,1.0,,,,,,,,,,,,PLEUGUENEUC
586,35800,,,,,,7.0,,,,,,,DINARD
587,36000,,9.0,6.0,,4.0,22.0,125.0,106.0,203.0,302.0,263.0,15.0,CHATEAUROUX
588,36100,,,6.0,,,14.0,4.0,3.0,1.0,12.0,20.0,,BRIVES
589,36120,,,,,,,,2.0,,,,,AMBRAULT
590,36130,,,1.0,,,,,,,,,,MONTIERCHAUME
591,36140,,,,,,,,,,,6.0,,LOURDOUEIX-SAINT-MICHEL
592,36150,,,,,,,4.0,3.0,,,,,BUXEUIL
593,36200,,,,,,,,4.0,,,2.0,,SAINT-MARCEL
594,36210,,,,,,,,,,,2.0,,VARENNES-SUR-FOUZON
595,36250,,,,,,,,8.0,,14.0,1.0,,SAINT-MAUR
596,36300,,,,,,,2.0,6.0,16.0,18.0,18.0,2.0,CIRON
597,36370,,,,,,,,,,,1.0,,LIGNAC
598,36400,,3.0,17.0,2.0,,1.0,19.0,17.0,44.0,215.0,124.0,9.0,VICQ-EXEMPLET
599,36500,,,,,,,,,,,1.0,2.0,LA CHAPELLE-ORTHEMALE
600,36600,,,,,,,4.0,,2.0,5.0,,,VEUIL
601,36700,,,,,,,6.0,,,,2.0,6.0,LE TRANGER
