,codePostal,location,Code Postal,Commune,dep
1855,5,16210,16210,RIOUX-MARTIN,16
1856,5,16210,16210,MEDILLAC,16
1857,5,16210,16210,SAINT-QUENTIN-DE-CHALAIS,16
1858,5,16210,16210,CHALAIS,16
1859,5,16210,16210,BARDENAC,16
1860,5,16210,16210,SAINT-ROMAIN,16
1861,5,16210,16210,BRIE-SOUS-CHALAIS,16
1862,5,16210,16210,CURAC,16
1863,5,16210,16210,SAINT-AVIT,16
1864,5,16210,16210,COURLAC,16
1865,5,16210,16210,BAZAC,16
1866,5,16210,16210,LES ESSARDS,16
1867,5,16210,16210,ORIVAL,16
1868,5,44680,44680,SAINTE-PAZANNE,44
1869,5,44680,44680,CHEMERE,44
1870,5,44680,44680,SAINT-MARS-DE-COUTAIS,44
1871,5,44680,44680,SAINT-HILAIRE-DE-CHALEONS,44
1872,5,56300,56300,KERGRIST,56
1873,5,56300,56300,NEULLIAC,56
1874,5,56300,56300,MALGUENAC,56
1875,5,56300,56300,SAINT-THURIAU,56
1876,5,56300,56300,LE SOURN,56
1877,5,56300,56300,PONTIVY,56
1878,5,95490,95490,VAUREAL,95
1879,4,63370,63370,LEMPDES,63
1880,4,13008,13008,MARSEILLE--8E--ARRONDISSEMENT,13
1881,4,78930,78930,GOUSSONVILLE,78
1882,4,78930,78930,BOINVILLE-EN-MANTOIS,78
1883,4,78930,78930,GUERVILLE,78
1884,4,78930,78930,VILLETTE,78
1885,4,78930,78930,BREUIL-BOIS-ROBERT,78
1886,4,78930,78930,AUFFREVILLE-BRASSEUIL,78
1887,4,78930,78930,VERT,78
1888,4,76360,76360,BARENTIN,76
1889,4,76360,76360,VILLERS-ECALLES,76
1890,4,76360,76360,PISSY-POVILLE,76
1891,4,76360,76360,BOUVILLE,76
1892,4,33720,33720,BARSAC,33
1893,4,33720,33720,SAINT-MICHEL-DE-RIEUFRET,33
1894,4,33720,33720,PODENSAC,33
1895,4,33720,33720,VIRELADE,33
1896,4,33720,33720,BUDOS,33
1897,4,33720,33720,ILLATS,33
1898,4,33720,33720,CERONS,33
1899,4,33720,33720,LANDIRAS,33
1900,4,33720,33720,GUILLOS,33
1901,4,14150,14150,OUISTREHAM,14
1902,4,63240,63240,MONT-DORE,63
1903,4,13160,13160,CHATEAURENARD,13
1904,4,65000,65000,TARBES,65
1905,4,95210,95210,SAINT-GRATIEN,95
1906,4,77480,77480,JAULNES,77
1907,4,77480,77480,MOUY-SUR-SEINE,77
1908,4,77480,77480,GRISY-SUR-SEINE,77
1909,4,77480,77480,PASSY-SUR-SEINE,77
1910,4,77480,77480,FONTAINE-FOURCHES,77
1911,4,77480,77480,VILLENAUXE-LA-PETITE,77
1912,4,77480,77480,BRAY-SUR-SEINE,77
1913,4,77480,77480,BABY,77
1914,4,77480,77480,MOUSSEAUX-LES-BRAY,77
1915,4,77480,77480,SAINT-SAUVEUR-LES-BRAY,77
1916,4,77480,77480,VILLUIS,77
1917,4,77480,77480,MONTIGNY-LE-GUESDIER,77
1918,4,34980,34980,SAINT-CLEMENT-DE-RIVIERE,34
1919,4,34980,34980,MONTFERRIER-SUR-LEZ,34
1920,4,34980,34980,MURLES,34
1921,4,34980,34980,COMBAILLAUX,34
1922,4,34980,34980,SAINT-GELY-DU-FESC,34
1923,4,91650,91650,BREUX-JOUY,91
1924,4,91650,91650,BREUILLET,91
1925,4,91650,91650,SAINT-YON,91
1926,4,95670,95670,MARLY-LA-VILLE,95
1927,4,06660,06660,SAINT-ETIENNE-DE-TINEE,06
1928,4,06660,06660,SAINT-DALMAS-LE-SELVAGE,06
1929,4,95350,95350,PISCOP,95
1930,4,95350,95350,SAINT-BRICE-SOUS-FORET,95
1931,4,95640,95640,SANTEUIL,95
1932,4,95640,95640,MARINES,95
1933,4,95640,95640,NEUILLY-EN-VEXIN,95
1934,4,95640,95640,HARAVILLIERS,95
1935,4,95640,95640,BREANCON,95
1936,4,95640,95640,BRIGNANCOURT,95
1937,4,95640,95640,MOUSSY,95
1938,4,95640,95640,LE HEAULME,95
1939,4,33920,33920,GENERAC,33
1940,4,33920,33920,SAINT-YZAN-DE-SOUDIAC,33
1941,4,33920,33920,SAINT-VIVIEN-DE-BLAYE,33
1942,4,33920,33920,SAUGON,33
1943,4,33920,33920,SAINT-CHRISTOLY-DE-BLAYE,33
1944,4,33920,33920,CIVRAC-DE-BLAYE,33
1945,4,33920,33920,SAINT-GIRONS-D'AIGUEVIVES,33
1946,4,33920,33920,SAINT-SAVIN,33
1947,4,95650,95650,MONTGEROULT,95
1948,4,95650,95650,GENICOURT,95
1949,4,95650,95650,COURCELLES-SUR-VIOSNE,95
1950,4,95650,95650,PUISEUX-PONTOISE,95
1951,4,95650,95650,BOISSY-L'AILLERIE,95
1952,4,77450,77450,VIGNELY,77
1953,4,77450,77450,JABLINES,77
1954,4,77450,77450,CONDE-SAINTE-LIBIAIRE,77
1955,4,77450,77450,LESCHES,77
1956,4,77450,77450,ESBLY,77
1957,4,77450,77450,TRILBARDOU,77
1958,4,77450,77450,MONTRY,77
1959,4,77450,77450,ISLES-LES-VILLENOY,77
1960,4,34200,34200,SETE,34
1961,4,67116,67116,REICHSTETT,67
1962,4,69005,69005,LYON--5E--ARRONDISSEMENT,69
1963,4,67450,67450,MUNDOLSHEIM,67
1964,4,67450,67450,LAMPERTHEIM,67
1965,4,92420,92420,VAUCRESSON,92
1966,4,33490,33490,SAINT-GERMAIN-DE-GRAVE,33
1967,4,33490,33490,SEMENS,33
1968,4,33490,33490,SAINT-MARTIN-DE-SESCAS,33
1969,4,33490,33490,LE PIAN-SUR-GARONNE,33
1970,4,33490,33490,CAUDROT,33
1971,4,33490,33490,SAINT-MAIXANT,33
1972,4,33490,33490,SAINTE-FOY-LA-LONGUE,33
1973,4,33490,33490,SAINT-MARTIAL,33
1974,4,33490,33490,SAINT-MACAIRE,33
1975,4,33490,33490,SAINT-ANDRE-DU-BOIS,33
1976,4,33490,33490,VERDELAIS,33
1977,4,33490,33490,SAINT-PIERRE-D'AURILLAC,33
1978,4,34830,34830,JACOU,34
1979,4,34830,34830,CLAPIERS,34
1980,4,06430,06430,TENDE,06
1981,4,06430,06430,LA BRIGUE,06
1982,4,44650,44650,TOUVOIS,44
1983,4,44650,44650,LEGE,44
1984,4,44650,44650,CORCOUE-SUR-LOGNE,44
1985,4,44690,44690,LA HAIE-FOUASSIERE,44
1986,4,44690,44690,MONNIERES,44
1987,4,44690,44690,CHATEAU-THEBAUD,44
1988,4,44690,44690,SAINT-FIACRE-SUR-MAINE,44
1989,4,44690,44690,MAISDON-SUR-SEVRE,44
1990,4,89100,89100,SUBLIGNY,89
1991,4,89100,89100,SENS,89
1992,4,89100,89100,SAINT-CLEMENT,89
1993,4,89100,89100,COLLEMIERS,89
1994,4,89100,89100,VILLEROY,89
1995,4,89100,89100,ROSOY,89
1996,4,89100,89100,COURTOIS-SUR-YONNE,89
1997,4,89100,89100,PARON,89
1998,4,89100,89100,SALIGNY,89
1999,4,89100,89100,MAILLOT,89
2000,4,89100,89100,SAINT-MARTIN-DU-TERTRE,89
2001,4,89100,89100,MALAY-LE-GRAND,89
2002,4,89100,89100,SAINT-DENIS-LES-SENS,89
2003,4,89100,89100,GRON,89
2004,4,89100,89100,FONTAINE-LA-GAILLARDE,89
2005,4,89100,89100,NAILLY,89
2006,4,89100,89100,SOUCY,89
2007,4,89100,89100,MALAY-LE-PETIT,89
2008,4,44540,44540,LE PIN,44
2009,4,44540,44540,MAUMUSSON,44
2010,4,44540,44540,BONNOEUVRE,44
2011,4,44540,44540,VRITZ,44
2012,4,44540,44540,SAINT-SULPICE-DES-LANDES,44
2013,4,44540,44540,SAINT-MARS-LA-JAILLE,44
2014,4,44450,44450,SAINT-JULIEN-DE-CONCELLES,44
2015,4,44450,44450,LA CHAPELLE-BASSE-MER,44
2016,4,44450,44450,BARBECHAT,44
2017,4,77127,77127,LIEUSAINT,77
2018,4,63110,63110,BEAUMONT,63
2019,4,77760,77760,VILLIERS-SOUS-GREZ,77
2020,4,77760,77760,URY,77
2021,4,77760,77760,RECLOSES,77
2022,4,77760,77760,LA CHAPELLE-LA-REINE,77
2023,4,77760,77760,GUERCHEVILLE,77
2024,4,77760,77760,BOULANCOURT,77
2025,4,77760,77760,NANTEAU-SUR-ESSONNE,77
2026,4,77760,77760,BUTHIERS,77
2027,4,77760,77760,AMPONVILLE,77
2028,4,77760,77760,ACHERES-LA-FORET,77
2029,4,77760,77760,CHEVRAINVILLIERS,77
2030,4,77760,77760,LARCHANT,77
2031,4,77760,77760,FROMONT,77
2032,4,77760,77760,RUMONT,77
2033,4,77760,77760,BOISSY-AUX-CAILLES,77
2034,4,77760,77760,BURCY,77
2035,4,76260,76260,LE MESNIL-REAUME,76
2036,4,76260,76260,SEPT-MEULES,76
2037,4,76260,76260,CANEHAN,76
2038,4,76260,76260,FLOCQUES,76
2039,4,76260,76260,MELLEVILLE,76
2040,4,76260,76260,BAROMESNIL,76
2041,4,76260,76260,MILLEBOSC,76
2042,4,76260,76260,EU,76
2043,4,76260,76260,PONTS-ET-MARAIS,76
2044,4,76260,76260,SAINT-REMY-BOSCROCOURT,76
2045,4,76260,76260,MONCHY-SUR-EU,76
2046,4,76260,76260,SAINT-PIERRE-EN-VAL,76
2047,4,76260,76260,VILLY-SUR-YERES,76
2048,4,76260,76260,CUVERVILLE-SUR-YERES,76
2049,4,76260,76260,ETALONDES,76
2050,4,76260,76260,LONGROY,76
2051,4,76260,76260,SAINT-MARTIN-LE-GAILLARD,76
2052,4,91610,91610,BALLANCOURT-SUR-ESSONNE,91
2053,4,77580,77580,GUERARD,77
2054,4,77580,77580,VAUCOURTOIS,77
2055,4,77580,77580,COULOMMES,77
2056,4,77580,77580,BOULEURS,77
2057,4,77580,77580,COUTEVROULT,77
2058,4,77580,77580,LA HAUTE-MAISON,77
2059,4,77580,77580,VILLIERS-SUR-MORIN,77
2060,4,77580,77580,PIERRE-LEVEE,77
2061,4,77580,77580,CRECY-LA-CHAPELLE,77
2062,4,77580,77580,VOULANGIS,77
2063,4,77580,77580,SANCY,77
2064,4,77580,77580,MAISONCELLES-EN-BRIE,77
2065,4,44460,44460,AVESSAC,44
2066,4,44460,44460,SAINT-NICOLAS-DE-REDON,44
2067,4,44460,44460,FEGREAC,44
2068,4,77177,77177,BROU-SUR-CHANTEREINE,77
2069,4,44570,44570,TRIGNAC,44
2070,4,27000,27000,EVREUX,27
2071,4,44119,44119,TREILLIERES,44
2072,4,44119,44119,GRANDCHAMPS-DES-FONTAINES,44
2073,4,81000,81000,ALBI,81
2074,4,15310,15310,SAINT-CERNIN,15
2075,4,15310,15310,FREIX-ANGLARDS,15
2076,4,15310,15310,SAINT-ILLIDE,15
2077,4,15310,15310,GIRGOLS,15
2078,4,15310,15310,TOURNEMIRE,15
2079,4,33530,33530,BASSENS,33
2080,4,41000,41000,SAINT-DENIS-SUR-LOIRE,41
2081,4,41000,41000,VILLEBAROU,41
2082,4,41000,41000,BLOIS,41
2083,4,41000,41000,SAINT-SULPICE-DE-POMMERAY,41
2084,4,41000,41000,VILLERBON,41
2085,4,77540,77540,BERNAY-VILBERT,77
2086,4,77540,77540,LE PLESSIS-FEU-AUSSOUX,77
2087,4,77540,77540,ROZAY-EN-BRIE,77
2088,4,77540,77540,VOINSLES,77
2089,4,77540,77540,LUMIGNY-NESLES-ORMEAUX,77
2090,4,77540,77540,COURPALAY,77
2091,4,77540,77540,LA CHAPELLE-IGER,77
2092,4,91190,91190,VILLIERS-LE-BACLE,91
2093,4,91190,91190,GIF-SUR-YVETTE,91
2094,4,91190,91190,SAINT-AUBIN,91
2095,4,13390,13390,AURIOL,13
2096,4,63730,63730,CORENT,63
2097,4,63730,63730,MIREFLEURS,63
2098,4,63730,63730,LA SAUVETAT,63
2099,4,63730,63730,LES MARTRES-DE-VEYRE,63
2100,4,63730,63730,PLAUZAT,63
2101,4,95330,95330,DOMONT,95
2102,4,44290,44290,CONQUEREUIL,44
2103,4,44290,44290,PIERRIC,44
2104,4,44290,44290,MASSERAC,44
2105,4,44290,44290,GUEMENE-PENFAO,44
2106,4,13200,13200,ARLES,13
2107,4,63150,63150,MURAT-LE-QUAIRE,63
2108,4,63150,63150,LA BOURBOULE,63
2109,4,63120,63120,VOLLORE-VILLE,63
2110,4,63120,63120,NERONDE-SUR-DORE,63
2111,4,63120,63120,SAINTE-AGATHE,63
2112,4,63120,63120,AUBUSSON-D'AUVERGNE,63
2113,4,63120,63120,SAUVIAT,63
2114,4,63120,63120,SERMENTIZON,63
2115,4,63120,63120,VOLLORE-MONTAGNE,63
2116,4,63120,63120,COURPIERE,63
2117,4,63570,63570,BEAULIEU,63
2118,4,63570,63570,LAMONTGIE,63
2119,4,63570,63570,SAINT-MARTIN-DES-PLAINS,63
2120,4,63570,63570,BRASSAC-LES-MINES,63
2121,4,63570,63570,JUMEAUX,63
2122,4,63570,63570,BANSAT,63
2123,4,63570,63570,SAINT-JEAN-SAINT-GERVAIS,63
2124,4,63570,63570,ESTEIL,63
2125,4,63570,63570,AUZAT-LA-COMBELLE,63
2126,4,29150,29150,DINEAULT,29
2127,4,29150,29150,SAINT-COULITZ,29
2128,4,29150,29150,PORT-LAUNAY,29
2129,4,29150,29150,CAST,29
2130,4,29150,29150,CHATEAULIN,29
2131,4,07400,07400,ALBA-LA-ROMAINE,07
2132,4,07400,07400,VALVIGNERES,07
2133,4,07400,07400,ROCHEMAURE,07
2134,4,07400,07400,MEYSSE,07
2135,4,07400,07400,AUBIGNAS,07
2136,4,07400,07400,LE TEIL,07
2137,4,07400,07400,SAINT-PIERRE-LA-ROCHE,07
2138,4,07400,07400,SAINT-MARTIN-SUR-LAVEZON,07
2139,4,07400,07400,SCEAUTRES,07
2140,4,13300,13300,SALON-DE-PROVENCE,13
2141,4,91570,91570,BIEVRES,91
2142,4,34270,34270,CLARET,34
2143,4,34270,34270,FONTANES,34
2144,4,34270,34270,VALFLAUNES,34
2145,4,34270,34270,SAUTEYRARGUES,34
2146,4,34270,34270,SAINT-JEAN-DE-CUCULLES,34
2147,4,34270,34270,VACQUIERES,34
2148,4,34270,34270,LES MATELLES,34
2149,4,34270,34270,SAINTE-CROIX-DE-QUINTILLARGUES,34
2150,4,34270,34270,SAINT-MATHIEU-DE-TREVIERS,34
2151,4,34270,34270,LE TRIADOU,34
2152,4,34270,34270,CAZEVIEILLE,34
2153,4,34270,34270,LAURET,34
2154,4,34740,34740,VENDARGUES,34
2155,4,06310,06310,BEAULIEU-SUR-MER,06
2156,4,06470,06470,SAUZE,06
2157,4,06470,06470,PEONE,06
2158,4,06470,06470,BEUIL,06
2159,4,06470,06470,SAINT-MARTIN-D'ENTRAUNES,06
2160,4,06470,06470,ENTRAUNES,06
2161,4,06470,06470,DALUIS,06
2162,4,06470,06470,CHATEAUNEUF-D'ENTRAUNES,06
2163,4,06470,06470,GUILLAUMES,06
2164,4,06470,06470,VILLENEUVE-D'ENTRAUNES,06
2165,4,78680,78680,EPONE,78
2166,4,06740,06740,CHATEAUNEUF-GRASSE,06
2167,4,78660,78660,ABLIS,78
2168,4,78660,78660,ORSONVILLE,78
2169,4,78660,78660,PRUNAY-EN-YVELINES,78
2170,4,78660,78660,PARAY-DOUAVILLE,78
2171,4,78660,78660,BOINVILLE-LE-GAILLARD,78
2172,4,78660,78660,SAINT-MARTIN-DE-BRETHENCOURT,78
2173,4,78660,78660,ALLAINVILLE,78
2174,4,78450,78450,CHAVENAY,78
2175,4,78450,78450,VILLEPREUX,78
2176,4,69000,,,69
2177,4,59143,59143,LEDERZEELE,59
2178,4,59143,59143,HOLQUE,59
2179,4,59143,59143,NIEURLET,59
2180,4,59143,59143,MILLAM,59
2181,4,59143,59143,WULVERDINGHE,59
2182,4,59143,59143,SAINT-MOMELIN,59
2183,4,59143,59143,WATTEN,59
2184,4,78460,78460,CHOISEL,78
2185,4,78460,78460,CHEVREUSE,78
2186,4,78240,78240,AIGREMONT,78
2187,4,78240,78240,CHAMBOURCY,78
2188,4,13011,13011,MARSEILLE-11E--ARRONDISSEMENT,13
2189,4,91560,91560,CROSNE,91
2190,4,91420,91420,MORANGIS,91
2191,4,50100,,,50
2192,4,78780,78780,MAURECOURT,78
2193,4,06320,06320,LA TURBIE,06
2194,4,06320,06320,CAP-D'AIL,06
2195,4,67118,67118,GEISPOLSHEIM,67
2196,4,59285,59285,BUYSSCHEURE,59
2197,4,59285,59285,ARNEKE,59
2198,4,59285,59285,RUBROUCK,59
2199,4,78740,78740,VAUX-SUR-SEINE,78
2200,4,78740,78740,EVECQUEMONT,78
2201,4,94520,94520,PERIGNY,94
2202,4,94520,94520,MANDRES-LES-ROSES,94
2203,4,91090,91090,LISSES,91
2204,4,33480,33480,BRACH,33
2205,4,33480,33480,LISTRAC-MEDOC,33
2206,4,33480,33480,MOULIS-EN-MEDOC,33
2207,4,33480,33480,SAINTE-HELENE,33
2208,4,33480,33480,AVENSAN,33
2209,4,33480,33480,CASTELNAU-DE-MEDOC,33
2210,4,93340,93340,LE RAINCY,93
2211,4,06380,06380,MOULINET,06
2212,4,06380,06380,SOSPEL,06
2213,4,95270,95270,LASSY,95
2214,4,95270,95270,BELLEFONTAINE,95
2215,4,95270,95270,SEUGY,95
2216,4,95270,95270,SAINT-MARTIN-DU-TERTRE,95
2217,4,95270,95270,LE PLESSIS-LUZARCHES,95
2218,4,95270,95270,BELLOY-EN-FRANCE,95
2219,4,95270,95270,NOISY-SUR-OISE,95
2220,4,95270,95270,CHAUMONTEL,95
2221,4,95270,95270,EPINAY-CHAMPLATREUX,95
2222,4,95270,95270,ASNIERES-SUR-OISE,95
2223,4,95270,95270,LUZARCHES,95
2224,4,95270,95270,VIARMES,95
2225,3,07220,07220,VIVIERS,07
2226,3,07220,07220,LARNAS,07
2227,3,07220,07220,SAINT-THOME,07
2228,3,07220,07220,SAINT-MONTAN,07
2229,3,67320,67320,RAUWILLER,67
2230,3,67320,67320,DRULINGEN,67
2231,3,67320,67320,EYWILLER,67
2232,3,67320,67320,THAL-DRULINGEN,67
2233,3,67320,67320,SIEWILLER,67
2234,3,67320,67320,WEYER,67
2235,3,67320,67320,DURSTEL,67
2236,3,67320,67320,BERG,67
2237,3,67320,67320,ADAMSWILLER,67
2238,3,67320,67320,GUNGWILLER,67
2239,3,67320,67320,BUST,67
2240,3,67320,67320,GOERLINGEN,67
2241,3,67320,67320,ESCHWILLER,67
2242,3,67320,67320,SCHOENBOURG,67
2243,3,67320,67320,REXINGEN,67
2244,3,67320,67320,PFALZWEYER,67
2245,3,67320,67320,OTTWILLER,67
2246,3,67320,67320,ASSWILLER,67
2247,3,67320,67320,BETTWILLER,67
2248,3,67320,67320,KIRRBERG,67
2249,3,67320,67320,HIRSCHLAND,67
2250,3,67320,67320,ESCHBOURG,67
2251,3,67320,67320,BAERENDORF,67
2252,3,67160,67160,CLEEBOURG,67
2253,3,67160,67160,SEEBACH,67
2254,3,67160,67160,SIEGEN,67
2255,3,67160,67160,STEINSELTZ,67
2256,3,67160,67160,WISSEMBOURG,67
2257,3,67160,67160,RIEDSELTZ,67
2258,3,67160,67160,ROTT,67
2259,3,67160,67160,DRACHENBRONN-BIRLENBACH,67
2260,3,67160,67160,OBERHOFFEN-LES-WISSEMBOURG,67
2261,3,67160,67160,OBERLAUTERBACH,67
2262,3,67160,67160,SCHLEITHAL,67
2263,3,67160,67160,SALMBACH,67
2264,3,67260,67260,SCHOPPERTEN,67
2265,3,67260,67260,DIEDENDORF,67
2266,3,67260,67260,SILTZHEIM,67
2267,3,67260,67260,HARSKIRCHEN,67
2268,3,67260,67260,KESKASTEL,67
2269,3,67260,67260,WOLFSKIRCHEN,67
2270,3,67260,67260,HINSINGEN,67
2271,3,67260,67260,BISSERT,67
2272,3,67260,67260,BURBACH,67
2273,3,67260,67260,SARRE-UNION,67
2274,3,67260,67260,SARREWERDEN,67
2275,3,67260,67260,RIMSDORF,67
2276,3,67260,67260,HERBITZHEIM,67
2277,3,67260,67260,ALTWILLER,67
2278,3,06650,06650,OPIO,06
2279,3,06650,06650,LE ROURET,06
2280,3,06620,06620,GOURDON,06
2281,3,06620,06620,COURMES,06
2282,3,06620,06620,LE BAR-SUR-LOUP,06
2283,3,06620,06620,GREOLIERES,06
2284,3,06620,06620,CIPIERES,06
2285,3,63190,63190,ORLEAT,63
2286,3,63190,63190,LEMPTY,63
2287,3,63190,63190,RAVEL,63
2288,3,63190,63190,MOISSAT,63
2289,3,63190,63190,LEZOUX,63
2290,3,63190,63190,SEYCHALLES,63
2291,3,63190,63190,SAINT-JEAN-D'HEURS,63
2292,3,63190,63190,BORT-L'ETANG,63
2293,3,63360,63360,GERZAT,63
2294,3,63360,63360,LUSSAT,63
2295,3,63360,63360,SAINT-BEAUZIRE,63
2296,3,33420,33420,TIZAC-DE-CURTON,33
2297,3,33420,33420,DAIGNAC,33
2298,3,33420,33420,SAINT-VINCENT-DE-PERTIGNAS,33
2299,3,33420,33420,SAINT-AUBIN-DE-BRANNE,33
2300,3,33420,33420,RAUZAN,33
2301,3,33420,33420,LUGAIGNAC,33
2302,3,33420,33420,JUGAZAN,33
2303,3,33420,33420,NAUJAN-ET-POSTIAC,33
2304,3,33420,33420,GREZILLAC,33
2305,3,33420,33420,GUILLAC,33
2306,3,33420,33420,BRANNE,33
2307,3,33420,33420,GENISSAC,33
2308,3,33420,33420,CABARA,33
2309,3,33420,33420,SAINT-JEAN-DE-BLAIGNAC,33
2310,3,33420,33420,ESPIET,33
2311,3,33420,33420,DARDENAC,33
2312,3,33420,33420,MOULON,33
2313,3,33420,33420,CAMIAC-ET-SAINT-DENIS,33
2314,3,08000,08000,VILLERS-SEMEUSE,08
2315,3,08000,08000,LA FRANCHEVILLE,08
2316,3,08000,08000,WARCQ,08
2317,3,08000,08000,CHARLEVILLE-MEZIERES,08
2318,3,08000,08000,LES AYVELLES,08
2319,3,08000,08000,PRIX-LES-MEZIERES,08
2320,3,51000,51000,CHALONS-EN-CHAMPAGNE,51
2321,3,77390,77390,COURTOMER,77
2322,3,77390,77390,COURQUETAINE,77
2323,3,77390,77390,VERNEUIL-L'ETANG,77
2324,3,77390,77390,FOUJU,77
2325,3,77390,77390,CHAUMES-EN-BRIE,77
2326,3,77390,77390,ANDREZEL,77
2327,3,77390,77390,YEBLES,77
2328,3,77390,77390,BEAUVOIR,77
2329,3,77390,77390,CRISENOY,77
2330,3,77390,77390,GUIGNES,77
2331,3,77390,77390,CHAMPDEUIL,77
2332,3,77390,77390,OZOUER-LE-VOULGIS,77
2333,3,77390,77390,ARGENTIERES,77
2334,3,15100,15100,MENTIERES,15
2335,3,15100,15100,ANGLARDS-DE-SAINT-FLOUR,15
2336,3,15100,15100,LES TERNES,15
2337,3,15100,15100,SERIERS,15
2338,3,15100,15100,ROFFIAC,15
2339,3,15100,15100,COREN,15
2340,3,15100,15100,ANDELAT,15
2341,3,15100,15100,VILLEDIEU,15
2342,3,15100,15100,SAINT-FLOUR,15
2343,3,15100,15100,MONTCHAMP,15
2344,3,15100,15100,VEDRINES-SAINT-LOUP,15
2345,3,15100,15100,SAINT-GEORGES,15
2346,3,15100,15100,VABRES,15
2347,3,15100,15100,ALLEUZE,15
2348,3,15100,15100,TIVIERS,15
2349,3,15100,15100,TANAVELLE,15
2350,3,15100,15100,SOULAGES,15
2351,3,63380,63380,VILLOSANGES,63
2352,3,63380,63380,MONTEL-DE-GELAT,63
2353,3,63380,63380,SAINT-ETIENNE-DES-CHAMPS,63
2354,3,63380,63380,SAINT-AVIT,63
2355,3,63380,63380,SAINT-HILAIRE-LES-MONGES,63
2356,3,63380,63380,CONDAT-EN-COMBRAILLE,63
2357,3,63380,63380,LANDOGNE,63
2358,3,63380,63380,COMBRAILLES,63
2359,3,63380,63380,PONTAUMUR,63
2360,3,63380,63380,MIREMONT,63
2361,3,63380,63380,TRALAIGUES,63
2362,3,63290,63290,LACHAUX,63
2363,3,63290,63290,CHATELDON,63
2364,3,63290,63290,LIMONS,63
2365,3,63290,63290,PASLIERES,63
2366,3,63290,63290,NOALHAT,63
2367,3,63290,63290,RIS,63
2368,3,63290,63290,CHARNAT,63
2369,3,63290,63290,PUY-GUILLAUME,63
2370,3,07140,07140,MONTSELGUES,07
2371,3,07140,07140,MALBOSC,07
2372,3,07140,07140,LES SALELLES,07
2373,3,07140,07140,CHAMBONAS,07
2374,3,07140,07140,MALARCE-SUR-LA-THINES,07
2375,3,07140,07140,SAINT-PIERRE-SAINT-JEAN,07
2376,3,07140,07140,SAINTE-MARGUERITE-LAFIGERE,07
2377,3,07140,07140,LES ASSIONS,07
2378,3,07140,07140,GRAVIERES,07
2379,3,07140,07140,LES VANS,07
2380,3,49400,49400,SOUZAY-CHAMPIGNY,49
2381,3,49400,49400,DISTRE,49
2382,3,49400,49400,VILLEBERNIER,49
2383,3,49400,49400,VARRAINS,49
2384,3,49400,49400,CHACE,49
2385,3,49400,49400,VERRIE,49
2386,3,49400,49400,ROU-MARSON,49
2387,3,49400,49400,SAUMUR,49
2388,3,33840,33840,LERM-ET-MUSSET,33
2389,3,33840,33840,LUCMAU,33
2390,3,33840,33840,GOUALADE,33
2391,3,33840,33840,GISCOS,33
2392,3,33840,33840,LARTIGUE,33
2393,3,33840,33840,CAPTIEUX,33
2394,3,33840,33840,SAINT-MICHEL-DE-CASTELNAU,33
2395,3,33840,33840,ESCAUDES,33
2396,3,22000,22000,SAINT-BRIEUC,22
2397,3,16190,16190,SAINT-MARTIAL,16
2398,3,16190,16190,MONTMOREAU-SAINT-CYBARD,16
2399,3,16190,16190,JUIGNAC,16
2400,3,16190,16190,DEVIAT,16
2401,3,16190,16190,AIGNES-ET-PUYPEROUX,16
2402,3,16190,16190,SAINT-EUTROPE,16
2403,3,16190,16190,NONAC,16
2404,3,16190,16190,POULLIGNAC,16
2405,3,16190,16190,COURGEAC,16
2406,3,16190,16190,SAINT-LAURENT-DE-BELZAGOT,16
2407,3,16190,16190,SAINT-AMANT,16
2408,3,16190,16190,BORS (CANTON DE MONTMOREAU-SAINT-CYBARD),16
2409,3,16190,16190,SALLES-LAVALETTE,16
2410,3,22100,22100,SAINT-SAMSON-SUR-RANCE,22
2411,3,22100,22100,SAINT-HELEN,22
2412,3,22100,22100,BRUSVILY,22
2413,3,22100,22100,SAINT-CARNE,22
2414,3,22100,22100,LE HINGLE,22
2415,3,22100,22100,QUEVERT,22
2416,3,22100,22100,LEHON,22
2417,3,22100,22100,TRELIVAN,22
2418,3,22100,22100,AUCALEUC,22
2419,3,22100,22100,CALORGUEN,22
2420,3,22100,22100,DINAN,22
2421,3,22100,22100,TREVRON,22
2422,3,22100,22100,BOBITAL,22
2423,3,22100,22100,LANVALLAY,22
2424,3,22100,22100,TADEN,22
2425,3,72100,,,72
2426,3,33810,33810,AMBES,33
2427,3,33360,33360,CARIGNAN-DE-BORDEAUX,33
2428,3,33360,33360,LIGNAN-DE-BORDEAUX,33
2429,3,33360,33360,CENAC,33
2430,3,33360,33360,QUINSAC,33
2431,3,33360,33360,LATRESNE,33
2432,3,33360,33360,CAMBLANES-ET-MEYNAC,33
2433,3,87100,,,87
2434,3,44710,44710,SAINT-LEGER-LES-VIGNES,44
2435,3,44710,44710,PORT-SAINT-PERE,44
2436,3,33127,33127,SAINT-JEAN-D'ILLAC,33
2437,3,33127,33127,MARTIGNAS-SUR-JALLE,33
2438,3,44860,44860,PONT-SAINT-MARTIN,44
2439,3,44860,44860,SAINT-AIGNAN-GRANDLIEU,44
2440,3,91590,91590,BOISSY-LE-CUTTE,91
2441,3,91590,91590,ORVEAU,91
2442,3,91590,91590,GUIGNEVILLE-SUR-ESSONNE,91
2443,3,91590,91590,LA FERTE-ALAIS,91
2444,3,91590,91590,CERNY,91
